Rank,CompanyName,Workers,PreviousWorker,Website,State,City,Growth,Industry,Metro,MetroCode,ZipCode,Founded
3987,ATHENA Consulting,807,770,athenaconsultingllc.com,Maryland,Gaithersburg,114,Human Resources,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20878,2002
3988,Heartland Dental,21518,13274,heartland.com,Illinois,Effingham,114,Human Resources,,,62401,1997
3989,Blue Ink Digital,12,5,blueinkdigital.com,Massachusetts,Boston,114,Advertising & Marketing,Boston,"Boston-Cambridge-Newton, MA-NH",2109,2018
3990,Private Label Skincare Florida,50,43,privatelabelbeautywellness.com,Florida,Clearwater,114,Consumer Products,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33764,2011
3991,Pinnacle Global Network,60,27,pinnacleglobalnetwork.com,California,Encinitas,114,Business Products & Services,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92024,2009
3992,KensieMae,71,36,kensiemae.com,Massachusetts,Lunenburg,114,Business Products & Services,Worcester,"Worcester, MA-CT",1462,2013
3993,Mediafly,173,100,mediafly.com,Illinois,Chicago,114,Software,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60601,2006
3994,CTN Solutions,40,17,ctnsolutions.com,Pennsylvania,Blue Bell,114,IT Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19422,1997
3995,Abraham Technical Services,137,87,abetech.com,Minnesota,Rogers,114,Business Products & Services,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55374,1992
3996,The Cadmus Group,1045,541,cadmusgroup.com,Virginia,Arlington,113,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22201,1983
3997,Petersen Brothers Construction,60,40,pbcbuilds.com,Idaho,Twin falls,113,Construction,,"Twin Falls, ID",83301,1971
3998,Motionworks AI,27,16,mworks.com,Georgia,Atlanta,113,Media,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30305,2017
3999,SKED,18,10,sked.life,Michigan,Hudsonville,113,Software,Grand Rapids,"Grand Rapids-Kentwood, MI",49426,2017
4000,The Ramage Law Group,16,11,ramagefamilylawfirm.com,Texas,McKinney,113,Legal,Dallas,"Dallas-Fort Worth-Arlington, TX",75070,2003
4001,A1 Door Company,38,27,a-1doorco.com,Virginia,N. Chesterfield,113,Construction,Richmond,"Richmond, VA",23237,2002
4002,Productive Resources,137,101,productiveresources.com,Illinois,Springfield,113,Engineering,,"Springfield, IL",62701,2017
4003,Nouveau Bar & Grill,86,40,nouveaubar.com/jonesboro,Georgia,Jonesboro,113,Food & Beverage,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30236,2019
4004,Consumer51,15,12,http://consumer51.com,Pennsylvania,King of Prussia,113,Advertising & Marketing,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19406,2011
4005,CEO Coaching International,27,5,ceocoaching.com,Florida,Miami Beach,113,Business Products & Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33139,2008
4006,Kindred Bravely,63,42,kindredbravely.com,California,Oceanside,113,Retail,,,72846,2015
4007,iTech AG,151,99,itechag.com,Virginia,Arlington,113,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22201,2008
4008,Staticworx,8,7,staticworx.com,Vermont,Williston,113,Construction,Burlington,"Burlington-South Burlington, VT",5495,2007
4009,Skylight,28,17,http://skylightframe.com,California,West Hollywood,113,Consumer Products,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90069,2014
4010,Crunchy Tech,25,11,crunchytech.com,Florida,Orlando,113,Business Products & Services,Orlando,"Orlando-Kissimmee-Sanford, FL",32806,2009
4011,It's A Secret Medspa,165,89,secretmedspa.com,Texas,Irving,113,Consumer Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75062,2016
4012,Text Request,40,19,textrequest.com,Tennessee,Chattanooga,113,Telecommunications,Chattanooga,"Chattanooga, TN-GA",37402,2014
4013,Capital City Financial Partners,30,21,capitalcityfinancialpartners.com,South Carolina,Columbia,113,Financial Services,Columbia,"Columbia, SC",29209,2016
4014,Prolocity Cloud Solutions,41,28,prolocity.com,Kentucky,Covington,113,IT Services,Cincinnati,"Cincinnati, OH-KY-IN",41011,2010
4015,ATECH,55,33,atechinfo.com,Tennessee,Nashville,113,Food & Beverage,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37210,1990
4016,Fuse Integration,125,57,fuseintegration.com,California,San Diego,113,Engineering,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92111,2010
4017,The Carin Nguyen Real Estate Network,54,35,azhomesold.com,Arizona,Litchfield Park,112,Real Estate,Phoenix,"Phoenix-Mesa-Chandler, AZ",85340,2014
4018,UpSwell,64,47,upswellmarketing.com,Georgia,Marietta,112,Advertising & Marketing,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30067,2008
4019,Primo Designs,25,20,primodesigns.net,Illinois,Springfield,112,Business Products & Services,,"Springfield, IL",62702,1985
4020,Cheplak Live,2,2,cheplaklive.com,Nevada,Henderson,112,Business Products & Services,Las Vegas,"Las Vegas-Henderson-Paradise, NV",89052,2001
4021,Coretek Services,152,116,coretek.com,Michigan,Farmington Hills,112,IT Services,Detroit,"Detroit-Warren-Dearborn, MI",48335,2005
4022,CQ fluency,224,81,cqfluency.com,New Jersey,Hackensack,112,Business Products & Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",7601,2000
4023,Seanergy Digital,112,48,seanergydigital.com,Texas,Plano,112,Software,Dallas,"Dallas-Fort Worth-Arlington, TX",75034,2019
4024,ITMCX,20,18,http://it-management.com,California,Santa Clara,112,IT Services,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",95051,2005
4025,CFD Research,255,157,cfd-research.com,Alabama,Huntsville,112,Government Services,Huntsville,"Huntsville, AL",35806,1987
4026,Tranquility Dental Wellness Center,45,26,tranquilitydentalwellness.com,Washington,Lacey,112,Health Services,Olympia,"Olympia-Lacey-Tumwater, WA",98516,2012
4027,Mis Amigos Spanish Immersion,82,42,misamigospreschool.com,Minnesota,Golden Valley,112,Education,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55416,2005
4028,Swimlane,275,125,swimlane.com,Colorado,Louisville,112,Security,Boulder,"Boulder, CO",80027,2014
4029,CK Commercial Partners,28,20,ck-commercial.com,Maryland,Millersville,112,Construction,Baltimore,"Baltimore-Columbia-Towson, MD",21108,2015
4030,Kahn Media,29,21,kahnmedia.com,California,Moorpark,112,Advertising & Marketing,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",93021,2008
4031,Hunter Financial,8,5,hunterfinancial.com,Michigan,Troy,112,Financial Services,Detroit,"Detroit-Warren-Dearborn, MI",48083,2003
4032,RiversEdge Advisors,20,8,riversedgeadvisors.com,Delaware,Wilmington,112,Financial Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19801,2012
4033,AllCloud,396,224,allcloud.io,Colorado,Denver,112,Business Products & Services,Denver,"Denver-Aurora-Lakewood, CO",80203,2015
4034,Proforma Irvine Group,4,4,proformairvinegroup.com,Arizona,Phoenix,112,Business Products & Services,Phoenix,"Phoenix-Mesa-Chandler, AZ",85048,2007
4035,Paubox,44,33,paubox.com,California,San Francisco,112,Health Services,San Francisco,"San Francisco-Oakland-Berkeley, CA",94103,2015
4036,Plateau Software,241,99,plateaugrp.com,Virginia,Fairfax,112,IT Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22031,2001
4037,JEAR Logistics,275,126,jearlogistics.com,South Carolina,Charleston,112,Logistics & Transportation,Charleston,"Charleston-North Charleston, SC",29492,2007
4038,ITegrity,102,50,itegrityinc.com,Maryland,Silver Spring,112,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20910,2009
4039,Atlas MedStaff,200,150,atlasmedstaff.com,Nebraska,Omaha,112,Human Resources,Omaha,"Omaha-Council Bluffs, NE-IA",68154,2012
4040,Alta Vista Technology,39,23,altavistatech.com,Michigan,Royal Oak,112,Business Products & Services,Detroit,"Detroit-Warren-Dearborn, MI",48067,2014
4041,RevolutionParts,112,85,revolutionparts.com,Arizona,Phoenix,112,Business Products & Services,Phoenix,"Phoenix-Mesa-Chandler, AZ",85034,2014
4042,Logo Print & Promo,8,6,logoprintandpromo.com,Florida,Winter Park,112,Business Products & Services,Orlando,"Orlando-Kissimmee-Sanford, FL",32789,2016
4043,Aviation Metals,15,15,aviationmetals.com,North Carolina,Charlotte,112,Manufacturing,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28214,1976
4044,Lemonade Stand,55,31,lemonadestand.org,Utah,Orem,111,Advertising & Marketing,Provo,"Provo-Orem, UT",84058,2012
4045,ASW Global Consulting,9,5,aswgc.com,Washington,Camas,111,Business Products & Services,Portland,"Portland-Vancouver-Hillsboro, OR-WA",98607,2007
4046,Innovative Business Solutions,46,23,innovative-business.net,Colorado,Castle Rock,111,Business Products & Services,Denver,"Denver-Aurora-Lakewood, CO",80104,2008
4047,Percent,31,25,http://percent.com,New York,New York,111,Financial Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",10150,2018
4048,PPD Painting,25,25,ppdpainting.com,Illinois,Bensenville,111,Construction,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60106,2004
4049,Experion Technologies,9,4,experionglobal.com,Texas,Plano,111,Software,Dallas,"Dallas-Fort Worth-Arlington, TX",75024,2010
4050,Empowering Women Physicians,1,1,empoweringwomenphysicians.com,Puerto Rico,San Juan,111,Business Products & Services,San Juan,"San Juan-BayamUn-Caguas, PR",917,2018
4051,Botkeeper,522,314,botkeeper.com,Florida,St. Petersburg,111,Software,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33701,2015
4052,Routeware,228,124,routeware.com,Oregon,Portland,111,Software,Portland,"Portland-Vancouver-Hillsboro, OR-WA",97224,1999
4053,A to Z Media,55,45,atozmedia.com,New York,New York,111,Manufacturing,New York,"New York-Newark-Jersey City, NY-NJ-PA",10018,1994
4054,Freedom Logistics,36,28,felpower.com,New Hampshire,Auburn,111,Energy,Boston,"Boston-Cambridge-Newton, MA-NH",3032,2006
4055,Next Millennium Media,45,25,nextmillennium.io,New York,New York,111,Advertising & Marketing,New York,"New York-Newark-Jersey City, NY-NJ-PA",10007,2012
4056,Quicklotz,70,40,quicklotz.com,Texas,Hurst,111,Retail,Dallas,"Dallas-Fort Worth-Arlington, TX",76053,2010
4057,Garrison Construction Group,16,11,wgarrisonconstructiongroup.com,Texas,Houston,111,Construction,Houston,"Houston-The Woodlands-Sugar Land, TX",77057,2013
4058,Insight Experience,22,14,http://insight-experience.com,Massachusetts,Concord,111,Business Products & Services,Boston,"Boston-Cambridge-Newton, MA-NH",1742,2001
4059,Healthcare Linen Services Group,2400,1200,healthcarelinensg.com,Illinois,St. Charles,111,Health Products,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60174,1959
4060,HHAeXchange,702,503,hhaexchange.com,New York,New York,111,Software,New York,"New York-Newark-Jersey City, NY-NJ-PA",10036,2008
4061,Oxford Partners,23,16,oxfordcres.com,Texas,Houston,111,Real Estate,Houston,"Houston-The Woodlands-Sugar Land, TX",77027,1997
4062,Tierra Encantada,275,156,tierraencantada.com,Minnesota,Minneapolis,111,Education,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55406,2013
4063,SeaStyle Acquisitions,12,7,sailtime.com,Maryland,Annapolis,111,Sports,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20143,2001
4064,CalState Supply,3,3,calstatesupply.com,California,MODESTO,111,Manufacturing,,"Modesto, CA",95354,2016
4065,SEBPO,1693,949,sebpo.com,New Jersey,Marlton,111,Business Products & Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",8053,2006
4066,bitsIO,45,21,bitsioinc.com,Illinois,springfield,111,IT Services,,"Springfield, IL",62704,2001
4067,Printivity,66,54,printivity.com,California,San Diego,111,Business Products & Services,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92121,2010
4068,Bowtie Engineering,7,6,bowtie8.com,Georgia,Cumming,110,Engineering,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30041,2015
4069,Skalable Technologies,37,24,skalabletech.com,California,San Jose,110,Software,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",95129,2008
4070,My Biz Niche,15,8,mybizniche.com,Arizona,Scottsdale,110,Advertising & Marketing,Phoenix,"Phoenix-Mesa-Chandler, AZ",85260,2014
4071,Hardeman Realtime,5,5,hricart.com,Florida,Pinellas Park,110,Business Products & Services,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33781,1992
4072,G&A Partners,734,468,gnapartners.com,Texas,Houston,110,Human Resources,Houston,"Houston-The Woodlands-Sugar Land, TX",77094,1995
4073,Responsive Technology Partners,72,63,responsivetechnologypartners.com,Georgia,Metter,110,IT Services,,,30439,2007
4074,Unanet,436,322,unanet.com,Virginia,Dulles,110,Software,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20166,1988
4075,1st Choice Construction Management,36,27,1choiceconstruction.com,North Carolina,Charlotte,110,Construction,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28206,2000
4076,Softrams,450,196,softrams.com,Virginia,Leesburg,110,IT Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20176,2007
4077,S3 Recycling Solutions,40,21,s3rs.com,Tennessee,Springfield,110,Business Products & Services,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37172,2016
4078,Spiceology,82,59,spiceology.com,Washington,Spokane,110,Food & Beverage,Spokane,"Spokane-Spokane Valley, WA",99202,2013
4079,Image Relay,25,11,imagerelay.com,Vermont,Burlington,110,Software,Burlington,"Burlington-South Burlington, VT",5401,2002
4080,MyHealthTeam,93,53,myhealthteam.com,California,San Francisco,110,Health Services,San Francisco,"San Francisco-Oakland-Berkeley, CA",94104,2012
4081,Miranda Construction,64,46,mirandaconstruction.com,Kentucky,Louisville,110,Construction,Louisville,"Louisville/Jefferson County, KY-IN",40203,2016
4082,Solutions Group Accounting Firm,37,15,http://solutionsgroupaccounting.com,Florida,Heathrow,110,Financial Services,Orlando,"Orlando-Kissimmee-Sanford, FL",32746,2008
4083,Arrowhead Environmental Services,45,36,arrowheadenv.com,Virginia,Windsor,110,Environmental Services,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",23487,2006
4084,OTR Transportation,65,50,loadotr.com,Illinois,Chicago,110,Logistics & Transportation,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60601,2015
4085,Proforma Awards Print & Promotions,10,3,proforma-promotions.com,Illinois,Oswego,110,Business Products & Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60543,2007
4086,MY Shower Door,92,66,http://myshowerdoor.com,Florida,Ft Myers,110,Construction,Cape Coral,"Cape Coral-Fort Myers, FL",33912,2003
4087,Rael,75,42,getrael.com,California,Buena Park,110,Consumer Products,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90621,2017
4088,SanDow Construction,158,67,sandowconstruction.com,Maryland,BLADENSBURG,110,Construction,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20710,2011
4089,Lollipop Pediatric Dentistry & Sweet Smiles,112,60,lollipopdental.com,California,Tustin,110,Health Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92780,2012
4090,KEH,200,120,keh.com,Georgia,Smyrna,110,Retail,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30082,1979
4091,Fletcher Home,37,12,fletcherhome.com,Virginia,Fredericksburg,109,Construction,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22401,2013
4092,Packaging Compliance Labs,50,22,https://pkgcompliance.com/,Michigan,Kentwood,109,Manufacturing,Grand Rapids,"Grand Rapids-Kentwood, MI",49512,2014
4093,RIVA Solutions,400,200,rivasolutionsinc.com,Virginia,McLean,109,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22102,2009
4094,Swoon Group,1386,1044,swoonstaffing.com,Illinois,Chicago,109,Business Products & Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60606,2010
4095,US Alliance Group,73,48,usag-com,California,Rancho Santa Margarita,109,E-Commerce,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92688,2007
4096,LeadStack,103,64,http://ww.leadstackinc.com,California,South San Francisco,109,Human Resources,San Francisco,"San Francisco-Oakland-Berkeley, CA",94080,2016
4097,Kingston Marketing Group,14,5,relaunch.kingstonmarketing.group,Washington,Edmonds,109,Advertising & Marketing,Seattle,"Seattle-Tacoma-Bellevue, WA",98020,2019
4098,Nextlink Internet,1031,636,nextlinkinternet.com,Texas,HUDSON OAKS,109,Telecommunications,Dallas,"Dallas-Fort Worth-Arlington, TX",76087,2012
4099,Neal Communities,311,200,nealcommunities.com,Florida,Sarasota,109,Construction,Sarasota,"North Port-Sarasota-Bradenton, FL",34240,1970
4100,Drive Social Media,212,143,drivesocialnow.com,Missouri,St Louis,109,Advertising & Marketing,St. Louis,"St. Louis, MO-IL",63101,2012
4101,Stable Kernel,52,29,stablekernel.com,Georgia,Atlanta,109,Software,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30312,2013
4102,Excel Custom Contractors,22,12,excelcontractor.com,Wisconsin,Franksville,109,Construction,,"Racine, WI",53126,2000
4103,BELAY,117,93,belaysolutions.com,Georgia,Woodstock,109,Business Products & Services,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30075,2010
4104,Clementine's Naughty & Nice Ice Cream,186,54,clementinescreamery.com,Missouri,Saint Louis,109,Food & Beverage,St. Louis,"St. Louis, MO-IL",63147,2014
4105,Analytics8,155,60,analytics8.com,Illinois,Chicago,109,Business Products & Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60603,2002
4106,Proforma Dynamic Resources,8,8,proformadynamicresources,New Jersey,West Berlin,109,Business Products & Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",8091,2013
4107,Mission Driven Research,58,31,missiondrivenresearch.com,Alabama,Huntsville,109,Government Services,Huntsville,"Huntsville, AL",35801,2012
4108,Crowned Grace International,33,23,crownedgrace.com,Maryland,Lanham,109,Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20706,2003
4109,Grey Matter Concepts Apparel Group,80,34,greymatterconcepts.net,New York,"New York, NY",109,Manufacturing,New York,"New York-Newark-Jersey City, NY-NJ-PA",10018,2015
4110,Society Mortgage,60,52,http://societymortgage.com,Florida,Fort Lauderdale,109,Financial Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33312,2003
4111,Corporate Traffic,125,85,corporatetraffic.com,Florida,Jacksonville,109,Logistics & Transportation,Jacksonville,"Jacksonville, FL",32216,1992
4112,The Perfect Companion,125,85,azperfectcompanion.com,Arizona,Phoenix,108,Health Services,Phoenix,"Phoenix-Mesa-Chandler, AZ",85014,2008
4113,Confianz Global,7,4,confianzit.com,North Carolina,Charlotte,108,Software,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28217,2013
4114,ESKILLZ,127,90,eskillz.com,District of Columbia,Washington,108,Software,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20006,2007
4115,F. F. Hitchcock,48,22,ffhitchcock.com,Connecticut,Cheshire,108,Construction,New Haven,"New Haven-Milford, CT",6410,1870
4116,Interlink Cloud Advisors,51,31,interlink.com,Ohio,Mason,108,IT Services,Cincinnati,"Cincinnati, OH-KY-IN",45040,2011
4117,Fortz Legal Support,12,6,http://fortzlegal.com,Michigan,Grand Rapids,108,Business Products & Services,Grand Rapids,"Grand Rapids-Kentwood, MI",49503,2015
4118,Knowtion Health,670,250,knowtionhealth.com,Florida,Boca Raton,108,Business Products & Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33432,2008
4119,Accel Marketing Solutions,20,7,accelmarketingsolutions.com,New Jersey,Montvale,108,Advertising & Marketing,New York,"New York-Newark-Jersey City, NY-NJ-PA",7645,2015
4120,Chicken Salad Chick,1980,1255,chickensaladchick.com,Georgia,Atlanta,108,Food & Beverage,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30339,2008
4121,Window Nation,817,458,windownation.com,Maryland,Fulton,108,Manufacturing,Baltimore,"Baltimore-Columbia-Towson, MD",20759,2006
4122,Texas Boom Company,21,10,texasboom.com,Texas,Katy,108,Manufacturing,Houston,"Houston-The Woodlands-Sugar Land, TX",77449,1986
4123,Midway Staffing,4500,2500,midwaystaffing.com,Illinois,Hillside,108,Human Resources,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60162,2015
4124,Advanced Roofing & Construction,8,3,advancedalabama.com,Alabama,Huntsville,108,Construction,Huntsville,"Huntsville, AL",35806,2014
4125,Sundance Vacations Network,245,235,sundancevacations.com,Pennsylvania,Wilkes-Barre,108,Travel & Hospitality,Scranton,"Scranton--Wilkes-Barre, PA",18702,2002
4126,RescueStat,22,11,rescuestat.com,Idaho,Meridian,108,Health Services,Boise City,"Boise City, ID",83716,2002
4127,Engagedly,115,90,engagedly.com,Missouri,Saint Louis,108,Software,St. Louis,"St. Louis, MO-IL",63143,2015
4128,Vee Technologies,60,39,veehealthtek.com,New York,New York,108,Business Products & Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",10017,2004
4129,ResourzNet Solutions,34,7,resourznet.com,California,HAYWARD,108,IT Services,San Francisco,"San Francisco-Oakland-Berkeley, CA",94544,2011
4130,Oxford Advisory Group,26,12,oxfordadvisorygroup.com,Florida,Orlando,108,Financial Services,Orlando,"Orlando-Kissimmee-Sanford, FL",32801,2019
4131,G2,610,341,g2.com,Illinois,Chicago,108,Software,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60606,2012
4132,Worth Clark,18,8,worthclark.com,Missouri,Chesterfield,108,Real Estate,St. Louis,"St. Louis, MO-IL",63005,2010
4133,Foxbox Digital,48,33,foxbox.com,Illinois,Chicago,108,IT Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60622,2018
4134,Accountfully,69,39,accountfully.com,South Carolina,Charleston,108,Financial Services,Charleston,"Charleston-North Charleston, SC",29403,2012
4135,Joveo,201,114,joveo.com,California,Menlo Park,108,Software,San Francisco,"San Francisco-Oakland-Berkeley, CA",94025,2017
4136,ASG Computer Services,19,10,asgct.com,Connecticut,Wallingford,108,IT Services,New Haven,"New Haven-Milford, CT",6492,1997
4137,R. S. Widdoes & Son,13,11,rswiddoes.com,Delaware,Wilmington,108,Construction,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19809,1980
4138,Southern Steel Engineers,10,5,southernsteelengineers.com,South Carolina,Lexington,108,Engineering,Columbia,"Columbia, SC",29072,2017
4139,Leiters Health,361,176,http://leiters.com,Colorado,Englewood,108,Health Products,Denver,"Denver-Aurora-Lakewood, CO",80112,1926
4140,BSBC Chicken,407,199,bsbczaxbys.com,Florida,Gainesville,108,Food & Beverage,,"Gainesville, FL",32607,2016
4141,Engage Media,23,6,engagemedia.com,New Jersey,Voorhees,108,Advertising & Marketing,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",8043,2011
4142,Mowery & Schoenfeld,164,96,msllc.com,Illinois,LINCOLNSHIRE,108,Financial Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60069,1996
4143,Sky Solutions,146,76,skysolutions.com,Virginia,Herndon,108,Software,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20171,2008
4144,Kinettix,132,45,http://kinettix.com,Ohio,Cincinnati,108,IT Services,Cincinnati,"Cincinnati, OH-KY-IN",45242,2016
4145,The EGC Group,48,33,egcgroup.com,New York,Melville,107,Advertising & Marketing,New York,"New York-Newark-Jersey City, NY-NJ-PA",11747,1985
4146,Prialto,320,150,prialto.com,Oregon,Portland,107,Business Products & Services,Portland,"Portland-Vancouver-Hillsboro, OR-WA",97205,2008
4147,Arch Systems,55,23,archsystemsinc.com,Maryland,Baltimore,107,IT Services,Baltimore,"Baltimore-Columbia-Towson, MD",21230,2006
4147,Strategic Accounting Outsource Solutions,28,16,saosllc.com,South Carolina,Mount Pleasant,107,Financial Services,Charleston,"Charleston-North Charleston, SC",29466,2012
4148,Zook Cabins,17,6,http://zookcabins.com,Pennsylvania,Atglen,107,Construction,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19310,2006
4149,ACE Consulting Company,35,28,ace-consulting.net,Kentucky,Nicholasville,107,Construction,Lexington,"Lexington-Fayette, KY",40356,2008
4150,Integrated Media Group,43,25,growwithimg.com,Rhode Island,Cranston,107,Advertising & Marketing,Providence,"Providence-Warwick, RI-MA",2920,2016
4151,Patttern,60,29,http://patternlife.com,Nebraska,Omaha,107,Advertising & Marketing,Omaha,"Omaha-Council Bluffs, NE-IA",68154,2013
4152,Narwal,170,53,narwalinc.com,Ohio,Cincinnati,107,Software,Cincinnati,"Cincinnati, OH-KY-IN",45249,2017
4153,Office H2O,83,39,officeh2o.com,Indiana,Indianapolis,107,Food & Beverage,Indianapolis,"Indianapolis-Carmel-Anderson, IN",46256,2015
4154,Search Influence,28,37,searchinfluence.com,Louisiana,New Orleans,107,Advertising & Marketing,New Orleans,"New Orleans-Metairie, LA",70118,2006
4155,Firstclose,47,15,firstclose.com,Texas,Austin,107,Financial Services,Austin,"Austin-Round Rock-Georgetown, TX",78750,2000
4156,Cosmo Cabinets,78,51,cosmocabinets.com,Georgia,Eatonton,107,Construction,,,31024,2017
4157,Global VoIP,10,6,gvoipc.com,Pennsylvania,SOUTHAMPTON,107,Telecommunications,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",18966,2015
4158,Simek's,11,8,simeks.com,Minnesota,St. Paul Park,107,Food & Beverage,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55071,1972
4159,ClearCompany,261,162,clearcompany.com,Massachusetts,Boston,107,Software,Boston,"Boston-Cambridge-Newton, MA-NH",2116,2004
4160,Infinity Industrial Controls,13,16,ind-inf.com,Florida,CLEARWATER,107,Advertising & Marketing,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33765,2010
4161,Professional Home Buyers,5,3,prohomebuyer.com,Kansas,Wichita,107,Real Estate,,"Wichita, KS",67218,2001
4162,Greenberg Development and Construction,29,10,greenberg.construction,California,Palo Alto,106,Construction,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",94303,2014
4163,Telecall Telecommunications,184,7,telecall.com,Florida,Miami,106,Telecommunications,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33131,1998
4164,Blake Willson Group,69,41,blakewillsongroup.com,Virginia,Arlington,106,Business Products & Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22201,2013
4165,InfoReady,36,25,inforeadycorp.com,Michigan,Ann Arbor,106,Software,Ann Arbor,"Ann Arbor, MI",48108,2010
4166,Sanguine Biosciences,115,57,sanguinebio.com,Massachusetts,Woburn,106,Health Services,Boston,"Boston-Cambridge-Newton, MA-NH",1801,2010
4167,Alert Medical Alarms,23,20,alertmedicalalarms.com,Pennsylvania,Jenkintown,106,Health Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19046,2015
4168,Watkins Construction,58,32,watkinsconstructioninc.com,Mississippi,Ridgeland,106,Construction,,"Jackson, MS",39157,2002
4169,Corps Team,25,15,corpsteam.com,Georgia,Marietta,106,Human Resources,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30068,2005
